MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
2.9779124495927345,47.00803556864101,5.2712638334844595,1.074395225939117,858.9672050671958,2.962560813279182,37.77987139708457,-122.20109563993724
5.24339470572696,18.974435667602915,6.157404350252091,1.172720045047196,954.9994872218936,2.9004682971183104,37.07900861438335,-121.99336184566744
4.698612709190011,18.989900714556846,5.103076505732844,1.0505911961297714,998.031562871733,2.3553350958093557,37.278963163190085,-121.97099723601646
8.000065573046207,38.99351090617254,7.247966413819982,1.0609163951024831,1270.994057642241,2.3742440638555777,34.13336358476695,-118.30002217753004
2.0209288791210533,36.04910256672063,4.153008458971303,1.1131224700750528,678.0255746592936,2.3073607412066757,34.71143009969648,-118.18313186241025
2.4892216057533143,20.972226734356713,3.9200381431754665,1.0098858105529314,1179.9751873271457,4.303246110055316,33.79037317848552,-118.28296529937035
3.7016480519345736,20.000187506184155,5.342935951754541,1.0438789968965358,1145.0235078142541,2.5172290297606996,36.95035125582463,-122.03085123095372
2.0627452059315368,27.989911331009804,4.523107516972622,1.036022016621833,1434.0112232968443,3.8799496433115306,36.10471781140446,-119.13767659312404
6.158971759354966,10.988855147486792,7.123687389998691,1.046697827675611,1672.0074941342218,3.044587427667207,32.80921775184333,-116.80285581572402
3.4761645642521355,32.98910020631684,5.033351862593072,1.0779254472035065,539.0007692575488,2.1906456263008507,38.55517275317703,-122.55472795734464
2.300884676900587,36.06593775477377,4.828581705516452,1.083748992524733,2044.9970527986898,3.6846106857957905,37.594912392434175,-121.0260560277845
2.1475735893954893,38.028939982532385,5.566361040082535,1.156007006659303,1278.9937961425173,4.190628215554016,33.73129879954405,-116.21576466432965
2.6638763752908914,25.976649814019776,3.6822886096192455,1.1200502988136454,2307.9679204753634,2.314564712718875,33.93674334804161,-118.36070711961524
4.56772434939425,16.97232678561909,4.450933928964496,0.8984497171681924,694.9940495759187,2.1194444872020592,37.72404719839881,-122.1330744670739
2.463768059446468,49.05110933034513,4.060160229282235,0.9432496936141108,1405.0056894040442,4.284440439573659,34.07836911333738,-118.20060252597426
3.0819845616961734,23.994924475478772,4.336429594712245,1.0326765245785887,465.00790732687955,1.9689140520004516,33.61223020995201,-117.93179837442979
3.442633860313534,25.042279489051513,5.7065998760972265,0.9719983370011087,661.0096218728169,2.4308826582181804,36.81708836688833,-119.78409534008078
1.7952560000860007,29.009117435533035,4.6821135198563715,0.9668559968741004,1809.0278452354157,2.9410171418905464,39.48073449016335,-121.49856278303278
4.916187705551758,35.990221247472014,6.371315241045903,1.0288807361028447,1322.0221131115434,2.7950882318904586,33.83959820599806,-118.13266338530133
2.5151907496467922,18.954543273314957,5.074060578461315,1.0137293299344736,2202.0065085238416,3.7113098513891303,36.565896645970426,-119.42387858188985
2.050481812714793,42.02110024403235,4.76964514509452,1.065272572386486,945.9869396991197,3.62092539473872,36.73987656031346,-119.73314503238277
3.7303375064049376,51.9819112692691,4.836495330240934,0.9955491416181588,847.0387950914316,2.9998630544200884,37.72195339063397,-122.4043466474693
2.862205007706921,42.96182500864221,5.521760212865792,1.163401962236361,740.009694196064,2.5739512551439176,37.69538148515923,-122.0803239297707
6.270659375167554,7.001734655172468,6.48908149804552,1.0298326805658162,1046.993963873348,3.442792920751868,37.3040223844664,-121.80028876515392
3.8004497294063393,15.970228704432767,5.0729320286946935,0.9633710178462035,1552.9804750412227,2.952424005304351,38.68233212985764,-121.34334399641205
6.138989130389396,19.01562107553032,5.706107413589816,1.0688756918181228,2195.9934311736215,3.1120909167659514,37.406694383533235,-121.83680209468167
2.7454194963525134,23.010539467011608,4.946058023975773,1.0731500458013459,1734.9871829571316,3.410598055558013,33.91264590787162,-118.28865666692506
4.556115364940954,17.035482331730666,6.235885301698805,0.9757436562117856,1490.010756731016,3.0467940821788737,38.727851361641285,-121.22395283669323
6.556932876602433,11.971519047510728,6.891733198072168,0.9896647447546727,1381.0085521864403,3.2936052813408785,32.805399838841964,-117.03614983923521
2.5023482729437676,31.976656069872526,3.988785896708579,1.1250225738871584,1592.0388755720717,1.980852146803924,34.11339100151333,-117.73880125272798
3.059344834778713,39.001233240428924,5.738798693369047,0.9883923377360526,328.9913512568059,2.298812826635419,38.585155443700366,-121.36533910530184
5.100017764155489,34.99132601918864,3.9348030407457695,0.9551968847239947,781.9989958509841,1.9349394365977315,33.621115525215025,-117.87371050649955
2.58539804359989,32.00620910127007,4.214071682628137,1.0289034437534337,2660.043663262472,4.463328045096195,34.08296535281828,-117.98431811790428
3.2210442449625423,30.991456718792957,5.777109389956732,1.021573274593773,608.0205104816775,2.3977034819310328,38.005696287407396,-121.3261013684479
2.117863520440491,42.98045178148983,3.744353109811854,0.9260576184559572,1184.0189876579761,3.6736027465344097,34.19993291069688,-118.3697905151044
3.0904849836346373,17.99571450198197,4.931526014364729,1.0959866025463247,769.005572047263,2.3401313124120198,39.164514807303355,-121.54319754298028
2.6773768001811438,32.00965943100588,4.544228454233158,0.9408536375858805,945.9891329249532,2.2409132800451266,33.65224238112079,-117.89839813646536
5.396018261558451,35.00072041645795,6.45186708974104,1.0210112167330418,833.04943836423,2.525881119117359,33.85586782932278,-117.97677803159627
2.725737426479733,32.983112529203694,4.475698144399935,0.9099817346297501,470.02886375111984,2.3421677375579737,38.63575525535481,-121.31516379299674
4.134533289845967,38.03121290597686,5.468450678175336,1.0619350966712928,1154.9956353319417,2.714938672608859,34.12475362063134,-118.04939246866715
5.70633144675155,24.955264193282837,7.415672468320644,1.0694512329267385,599.0025791768402,3.521259542498129,33.96474898359331,-117.92444206006019
2.5369736352883407,48.02545854583389,5.074734733419206,1.0795485943153034,1357.007206415291,2.7428515348995863,34.006957745558054,-118.31124281417584
3.0805046226188346,39.07606759410673,4.288957535033031,0.9745615109267862,1669.9902717147684,3.1622044168656283,33.855979251282385,-118.16977643440175
1.636001926503229,14.004636328079544,3.7617113152445336,1.117993426006464,762.0029549325544,1.7118999049654235,32.778085831163104,-115.54783254392241
5.154432124406943,16.013529489373447,6.874789365446255,1.0297880381961009,1046.9947975414425,2.392477624443106,32.92345756201569,-117.12840260802271
6.2907705313897395,38.99198905212613,5.340307166760604,1.0599362163227293,1321.013671626965,2.114192002716564,33.98806285081854,-118.44144805617691
2.45775459738322,16.98514427559984,3.823208205490945,1.044316053517273,2097.985388972968,2.524258786246096,32.95801001924826,-117.10953248218486
1.8890206015377402,35.00907527103648,3.6735844697760056,0.9947606542701466,1128.01394128189,3.6399480051217568,33.92199701188359,-118.28683964869775
4.359489902686104,44.00282920924998,5.826870303347486,1.0919211089029577,690.9971267388903,2.3709864223202044,33.814835756731746,-118.10526601539424
3.6864691310831286,36.975873964212774,5.276880781846088,0.9642104693012081,1284.998042372062,2.305309526184366,32.75301967126622,-117.0168421570822
3.136602055373077,36.99245383835572,5.194775467949983,1.0306699148211933,1019.0167462898797,2.389395124574633,38.3904401536964,-122.86326244509388
2.3175916148439524,23.992248812422726,5.5426036566510195,1.2245622063184773,811.9985634130875,2.2008191292170016,33.176624396345446,-117.36609411506588
1.4221123845782038,41.0222506007363,4.430294492016072,1.0423155403651214,1907.9927236615547,3.711751026120898,36.05655300378573,-119.03670639051985
3.188137267722836,15.983414224329339,5.3380736106181965,1.0043574400334743,1155.0310323438093,2.962301466772847,40.095698472148904,-122.3485731780827
3.3907589411978156,25.01287132373741,4.42420999016198,1.111148048060073,2076.989257341947,3.2085622426393763,34.20499614440417,-118.50245050334094
5.438453868920899,34.99255889534296,6.912790360329137,1.0872113785125423,1156.0133495620073,2.8301230234568533,37.504027323359146,-122.27949173871855
3.1962028761285652,30.99529869648335,4.558317852614152,1.0437531344236326,2677.0424377554755,3.3832664973655784,37.34769198207146,-121.83512420460085
3.44769186260073,52.067118439947095,4.427565410269335,0.9121766709135726,851.9883522366673,2.754765692196653,34.17667663188162,-118.10021109673357
3.0274629252376473,14.981301869919573,5.357055407965137,0.918840163384012,1238.0265088648134,2.865601496069729,36.094579981641154,-119.06594231723403
3.219881719441127,52.019310982684786,4.8605891858869175,1.0390064943158601,871.9915782358174,1.9344506958644225,37.744965857049195,-122.25452220248458
2.6931865625505274,27.98020933863067,5.412254461461993,1.091100749411002,769.9881427649539,2.498449183451722,39.75230810095799,-121.60189752768808
2.6771952158866243,51.97765286870795,4.667150892301715,1.0249890281907648,1108.9705674610022,2.536823432256361,37.78445964856868,-122.48559603638999
4.229962993788224,34.97095159094847,5.333842816455125,0.9608556468832187,807.0270365394764,3.265476843644747,33.930863134000774,-118.02764854550442
4.2332617895475435,21.00350346815078,6.560694822888948,1.0667243270934097,2834.002927706062,3.280423180451048,33.94558173502668,-117.52658245424269
2.703494160208796,29.021037986474397,3.2544273581452976,1.1083752042818842,1019.0170491848908,2.0929127750957015,34.02475530435089,-118.47704972638242
3.1941763107816055,34.00359427986482,5.291749110343331,1.0535798369045524,1501.045896334511,3.8256310089941588,33.91427555110246,-117.48290547787181
4.546899460619853,33.99655346227962,4.769640376110902,1.0361160740646318,1920.0246774603343,3.0034966695274425,33.905106447264444,-118.32795158754011
2.452794035201519,16.03174434062602,3.4912499931343617,1.037009354244894,50.996178001932506,3.4325772864460204,34.363015305047966,-119.29282077393916
2.768973660521421,41.005778948567944,4.351465070559346,1.0344618275299262,880.9741509693558,2.4420721273294284,37.626437737539405,-120.99552751780483
2.407243223478532,12.976350827934356,5.3558201094763405,1.0736318882952354,1598.0103276250647,2.4233986585517298,40.635320768680536,-122.4079272430683
7.521368650209544,31.01354421007737,7.3577738173924345,1.0282409502184615,1002.9926313474824,2.948523772113639,34.08309530575798,-117.84596821977973
3.4824746674471134,52.00053593147602,5.811562283523476,1.19509206989483,824.9862924935339,3.101787334713062,37.78447895321817,-122.26068483621333
3.6387658915118513,20.003800847780486,5.7411419862945126,1.0593285187925072,888.9723905419083,2.5862625126108436,38.64034921882217,-121.27267931021142
2.1915050780297993,27.95302755233257,3.7377476128506055,1.0344027027925156,1556.0178778376676,2.7374549680569764,33.0952438605163,-117.08324444295458
2.3417370497834775,18.991619990418354,3.5937881389229616,1.1030354184044904,2572.0187751187464,1.9295337628518465,32.7385010523946,-117.00312558674129
2.6919548046790367,49.98737559679714,4.831300437821187,1.09023971893967,1078.9891825579284,4.178187732825954,34.38632826452235,-119.05799326930072
6.30681712576246,38.995673842503635,7.529259598851425,1.0852633018593678,1264.9988732242414,2.511240762151357,37.80699431974466,-122.15241954552943
3.2073896623713125,35.98296028757703,5.625019180936063,1.0776302969717388,2257.976943398528,3.360364010307886,34.00344660808803,-117.52180894971772
3.6387968528768835,19.001858932771736,6.510041270673993,1.2141193543324311,340.0077307868731,2.1306180242281,33.664010014857226,-117.96671218559959
1.8509276302054034,21.01516476276922,4.860435208663945,1.166339936269205,1132.9735940710577,2.8610695075247428,35.14393057938984,-118.42577628655026
